,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
5306,http://www.wikidata.org/entity/Q7138002,Park School of Baltimore,school,educational institution,2
5317,http://www.wikidata.org/entity/Q7144673,Patha Bhavana,school,educational institution,2
1341,http://www.wikidata.org/entity/Q153559,Sicherheitsdienst,intelligence agency | military branch,not classified organisation,2
2965,http://www.wikidata.org/entity/Q3538933,High Court of Justice of Andalusia,high court of justice of spain,not classified organisation,2
2966,http://www.wikidata.org/entity/Q3539296,Trinity Washington University,private not-for-profit educational institution | university,university,2
2967,http://www.wikidata.org/entity/Q3540690,Ithaca College,private not-for-profit educational institution | private university,private university,2
4873,http://www.wikidata.org/entity/Q658984,University of Manila,university,university,2
6517,http://www.wikidata.org/entity/Q9268168,Ironi Alef High School,secondary school,educational institution,2
102,http://www.wikidata.org/entity/Q1050078,Western Carolina University,public educational institution of the united states | university,university,2
103,http://www.wikidata.org/entity/Q105063501,Butere Girls High School,boarding school | secondary school,educational institution,2
110,http://www.wikidata.org/entity/Q1054064,Central Washington University,public educational institution of the united states | university,university,2
6529,http://www.wikidata.org/entity/Q930528,University of Trento,open-access publisher | organization | university,university,2
2710,http://www.wikidata.org/entity/Q30590516,"Kellogg, Hansen, Todd, Figel & Frederick",law firm,not classified organisation,2
2711,http://www.wikidata.org/entity/Q30590817,Aloysius College,school,educational institution,2
2714,http://www.wikidata.org/entity/Q3064258,Q3064258,educational institution,educational institution,2
6488,http://www.wikidata.org/entity/Q91263648,Palestinian High Court of Justice,supreme court,not classified organisation,2
6494,http://www.wikidata.org/entity/Q916458,Pontifical Roman Seminary,catholic seminary | major seminary | roman college,educational institution,2
6497,http://www.wikidata.org/entity/Q917899,University of New Haven,private not-for-profit educational institution | university,university,2
6501,http://www.wikidata.org/entity/Q920404,British and Foreign Bible Society,bible society | charitable organization,learned society,2
130,http://www.wikidata.org/entity/Q1061122,University of Massachusetts,state university system,university,2
6504,http://www.wikidata.org/entity/Q9206075,Q9206075,organ of state,not classified organisation,2
2723,http://www.wikidata.org/entity/Q3083225,Chukyo University,private university,private university,2
2922,http://www.wikidata.org/entity/Q3468084,Mississippi University for Women,public educational institution of the united states | university,university,2
2926,http://www.wikidata.org/entity/Q348150,Freikorps Oberland,q61415303,not classified organisation,2
2928,http://www.wikidata.org/entity/Q3487610,"Société académique d'agriculture, des sciences, arts et belles-lettres du département de l'Aube",learned society,learned society,2
2746,http://www.wikidata.org/entity/Q3119537,Guildford Grammar School,boys' school | coeducational school | heritage site | unified school district,educational institution,2
2753,http://www.wikidata.org/entity/Q3133606,Umm al-Qura University,university,university,2
1345,http://www.wikidata.org/entity/Q1537436,Pontificia Universidad Católica del Ecuador,catholic university | jesuit university | open-access publisher | organization | pontifical university | university,university,2
4871,http://www.wikidata.org/entity/Q658626,Office of Strategic Services,intelligence agency | military unit,not classified organisation,2
5268,http://www.wikidata.org/entity/Q7087996,University of Olivet,college | private not-for-profit educational institution,educational institution,2
5274,http://www.wikidata.org/entity/Q7094918,Ontario Superior Court of Justice,canadian superior court,not classified organisation,2
5277,http://www.wikidata.org/entity/Q7100653,Order of the Coif,honor society,learned society,2
5278,http://www.wikidata.org/entity/Q7103440,Ormond College,residential college,educational institution,2
5284,http://www.wikidata.org/entity/Q7109265,Ottawa University,educational institution | private not-for-profit educational institution | university,university,2
1031,http://www.wikidata.org/entity/Q13641775,Q13641775,dutch court of appeal,not classified organisation,2
1038,http://www.wikidata.org/entity/Q136989,Supreme Court of Cameroon,supreme court,not classified organisation,2
5286,http://www.wikidata.org/entity/Q7110141,Ouachita Baptist University,church college | private not-for-profit educational institution | university,university,2
5287,http://www.wikidata.org/entity/Q7110143,Ouachita Parish High School,high school,educational institution,2
4875,http://www.wikidata.org/entity/Q659255,University of West Florida,public educational institution of the united states | university,university,2
4881,http://www.wikidata.org/entity/Q660907,Rzeszów University,public university,public university,2
4882,http://www.wikidata.org/entity/Q661056,University of Poitiers,open-access publisher | university in france,university,2
1330,http://www.wikidata.org/entity/Q15274447,Saint Mary's College of Dundalk,nonprofit organization | secondary school,scientific organisation,2
1304,http://www.wikidata.org/entity/Q15215774,E.E. Smith High,secondary school,educational institution,2
1311,http://www.wikidata.org/entity/Q15223459,Hebron Yeshiva,yeshiva,not classified organisation,2
1317,http://www.wikidata.org/entity/Q15242531,Liverpool Institute High School for Boys,grammar school,educational institution,2
4886,http://www.wikidata.org/entity/Q662422,Universidad Central de Chile,open-access publisher | university,university,2
4890,http://www.wikidata.org/entity/Q6642098,Zeitlin High School,high school,educational institution,2
4898,http://www.wikidata.org/entity/Q666128,Indiana State University,public educational institution of the united states | university,university,2
5235,http://www.wikidata.org/entity/Q7060359,Northwestern Oklahoma State University,public educational institution of the united states | university,university,2
6541,http://www.wikidata.org/entity/Q9352872,Courthouse at Ogrodowa Street in Warsaw,architectural heritage monument | courthouse,not classified organisation,2
87,http://www.wikidata.org/entity/Q1045167,Carroll University,liberal arts college | private not-for-profit educational institution | private university,private university,2
93,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz",public educational institution of the united states | university campus,university,2
99,http://www.wikidata.org/entity/Q1049470,University of Waterloo,open-access publisher | public research university | university in ontario,university,2
2919,http://www.wikidata.org/entity/Q3463654,Saint Anselm College,liberal arts college in the united states | private not-for-profit educational institution,educational institution,2
6598,http://www.wikidata.org/entity/Q945699,Universidade Federal do Piauí,open-access publisher | public educational institution | university,university,2
6647,http://www.wikidata.org/entity/Q973767,Pontifical Catholic University of Argentina,private university,private university,2
16,http://www.wikidata.org/entity/Q1016998,Burschenschaft Danubia München,burschenschaft,not classified organisation,2
6635,http://www.wikidata.org/entity/Q967658,Maktab Anbar,educational institution | house | library,educational institution,2
6633,http://www.wikidata.org/entity/Q96749122,Sofia District Court,district court,not classified organisation,2
2843,http://www.wikidata.org/entity/Q3306049,University of Balochistan,university,university,2
1131,http://www.wikidata.org/entity/Q14566210,Institute of Advanced Legal Studies,law school | open-access publisher,educational institution,2
